call_id,timestamp,base_prefix,unique_prefix,prompt_file,image_files,phase,cluster_id,n_spikes
46,2025-11-30_21-49-55,phase2_merge_167_to_4,phase2_merge_167_to_4_call00046,phase2_merge_167_to_4_call00046_prompt.txt,phase2_merge_167_to_4_call00046_small_cluster_167_waveforms.png;phase2_merge_167_to_4_call00046_large_cluster_4_waveforms.png;phase2_merge_167_to_4_call00046_merged_isi_histogram.png,2,167,4,240,13782
47,2025-11-30_21-50-02,phase2_merge_150_to_4,phase2_merge_150_to_4_call00047,phase2_merge_150_to_4_call00047_prompt.txt,phase2_merge_150_to_4_call00047_small_cluster_150_waveforms.png;phase2_merge_150_to_4_call00047_large_cluster_4_waveforms.png;phase2_merge_150_to_4_call00047_merged_isi_histogram.png,2,150,4,464,14022
48,2025-11-30_21-50-09,phase2_merge_98_to_4,phase2_merge_98_to_4_call00048,phase2_merge_98_to_4_call00048_prompt.txt,phase2_merge_98_to_4_call00048_small_cluster_98_waveforms.png;phase2_merge_98_to_4_call00048_large_cluster_4_waveforms.png;phase2_merge_98_to_4_call00048_merged_isi_histogram.png,2,98,4,939,14486
49,2025-11-30_21-50-14,phase2_merge_146_to_4,phase2_merge_146_to_4_call00049,phase2_merge_146_to_4_call00049_prompt.txt,phase2_merge_146_to_4_call00049_small_cluster_146_waveforms.png;phase2_merge_146_to_4_call00049_large_cluster_4_waveforms.png;phase2_merge_146_to_4_call00049_merged_isi_histogram.png,2,146,4,274,15425
50,2025-11-30_21-50-21,phase2_merge_128_to_4,phase2_merge_128_to_4_call00050,phase2_merge_128_to_4_call00050_prompt.txt,phase2_merge_128_to_4_call00050_small_cluster_128_waveforms.png;phase2_merge_128_to_4_call00050_large_cluster_4_waveforms.png;phase2_merge_128_to_4_call00050_merged_isi_histogram.png,2,128,4,2411,15699
51,2025-11-30_21-50-34,phase2_merge_117_to_4,phase2_merge_117_to_4_call00051,phase2_merge_117_to_4_call00051_prompt.txt,phase2_merge_117_to_4_call00051_small_cluster_117_waveforms.png;phase2_merge_117_to_4_call00051_large_cluster_4_waveforms.png;phase2_merge_117_to_4_call00051_merged_isi_histogram.png,2,117,4,554,18110
52,2025-11-30_21-50-42,phase2_merge_159_to_4,phase2_merge_159_to_4_call00052,phase2_merge_159_to_4_call00052_prompt.txt,phase2_merge_159_to_4_call00052_small_cluster_159_waveforms.png;phase2_merge_159_to_4_call00052_large_cluster_4_waveforms.png;phase2_merge_159_to_4_call00052_merged_isi_histogram.png,2,159,4,1037,18664
53,2025-11-30_21-51-01,phase2_merge_130_to_4,phase2_merge_130_to_4_call00053,phase2_merge_130_to_4_call00053_prompt.txt,phase2_merge_130_to_4_call00053_small_cluster_130_waveforms.png;phase2_merge_130_to_4_call00053_large_cluster_4_waveforms.png;phase2_merge_130_to_4_call00053_merged_isi_histogram.png,2,130,4,523,19701
54,2025-11-30_21-51-08,phase2_merge_152_to_4,phase2_merge_152_to_4_call00054,phase2_merge_152_to_4_call00054_prompt.txt,phase2_merge_152_to_4_call00054_small_cluster_152_waveforms.png;phase2_merge_152_to_4_call00054_large_cluster_4_waveforms.png;phase2_merge_152_to_4_call00054_merged_isi_histogram.png,2,152,4,419,20224
55,2025-11-30_21-51-21,phase2_merge_148_to_4,phase2_merge_148_to_4_call00055,phase2_merge_148_to_4_call00055_prompt.txt,phase2_merge_148_to_4_call00055_small_cluster_148_waveforms.png;phase2_merge_148_to_4_call00055_large_cluster_4_waveforms.png;phase2_merge_148_to_4_call00055_merged_isi_histogram.png,2,148,4,391,20643
56,2025-11-30_21-51-34,phase2_merge_165_to_4,phase2_merge_165_to_4_call00056,phase2_merge_165_to_4_call00056_prompt.txt,phase2_merge_165_to_4_call00056_small_cluster_165_waveforms.png;phase2_merge_165_to_4_call00056_large_cluster_4_waveforms.png;phase2_merge_165_to_4_call00056_merged_isi_histogram.png,2,165,4,354,21034
57,2025-11-30_21-51-47,phase2_merge_239_to_4,phase2_merge_239_to_4_call00057,phase2_merge_239_to_4_call00057_prompt.txt,phase2_merge_239_to_4_call00057_small_cluster_239_waveforms.png;phase2_merge_239_to_4_call00057_large_cluster_4_waveforms.png;phase2_merge_239_to_4_call00057_merged_isi_histogram.png,2,239,4,133,21388
58,2025-11-30_21-52-00,phase2_merge_239_to_6,phase2_merge_239_to_6_call00058,phase2_merge_239_to_6_call00058_prompt.txt,phase2_merge_239_to_6_call00058_small_cluster_239_waveforms.png;phase2_merge_239_to_6_call00058_large_cluster_6_waveforms.png;phase2_merge_239_to_6_call00058_merged_isi_histogram.png,2,239,6,133,15191
59,2025-11-30_21-52-07,phase2_merge_253_to_4,phase2_merge_253_to_4_call00059,phase2_merge_253_to_4_call00059_prompt.txt,phase2_merge_253_to_4_call00059_small_cluster_253_waveforms.png;phase2_merge_253_to_4_call00059_large_cluster_4_waveforms.png;phase2_merge_253_to_4_call00059_merged_isi_histogram.png,2,253,4,123,21388
60,2025-11-30_21-52-26,phase2_merge_219_to_4,phase2_merge_219_to_4_call00060,phase2_merge_219_to_4_call00060_prompt.txt,phase2_merge_219_to_4_call00060_small_cluster_219_waveforms.png;phase2_merge_219_to_4_call00060_large_cluster_4_waveforms.png;phase2_merge_219_to_4_call00060_merged_isi_histogram.png,2,219,4,388,21511
61,2025-11-30_21-52-38,phase2_merge_219_to_6,phase2_merge_219_to_6_call00061,phase2_merge_219_to_6_call00061_prompt.txt,phase2_merge_219_to_6_call00061_small_cluster_219_waveforms.png;phase2_merge_219_to_6_call00061_large_cluster_6_waveforms.png;phase2_merge_219_to_6_call00061_merged_isi_histogram.png,2,219,6,388,15324
62,2025-11-30_21-52-47,phase2_merge_218_to_4,phase2_merge_218_to_4_call00062,phase2_merge_218_to_4_call00062_prompt.txt,phase2_merge_218_to_4_call00062_small_cluster_218_waveforms.png;phase2_merge_218_to_4_call00062_large_cluster_4_waveforms.png;phase2_merge_218_to_4_call00062_merged_isi_histogram.png,2,218,4,658,21511
63,2025-11-30_21-53-01,phase2_merge_218_to_6,phase2_merge_218_to_6_call00063,phase2_merge_218_to_6_call00063_prompt.txt,phase2_merge_218_to_6_call00063_small_cluster_218_waveforms.png;phase2_merge_218_to_6_call00063_large_cluster_6_waveforms.png;phase2_merge_218_to_6_call00063_merged_isi_histogram.png,2,218,6,658,15712
